Location Code,Location Name,postcode,Address,Mapped: outcode,Mapped: longitude,Mapped: latitude,Mapped: parliamentary_constituency,Mapped: parliamentary_constituency_2025,Mapped: codes.parliamentary_constituency,Mapped: codes.parliamentary_constituency_2025,Mapped: admin_district,Mapped: codes.admin_district,Mapped: admin_ward,Mapped: codes.admin_ward,Mapped: parish,Mapped: codes.parish,Mapped: admin_county,Mapped: codes.admin_county,Mapped: nhs_ha,Mapped: primary_care_trust,Mapped: region,Mapped: country,Mapped: lsoa,Mapped: codes.lsoa,Mapped: msoa,Mapped: codes.msoa,Mapped: ccg,Mapped: codes.ccg
T123H,Royal Victoria Day Hospital, DD2 1SP,"Royal Victoria Hospital, Jedburgh Road, Dundee, DD2 1SP",DD2,-3.013765,56.462532,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Westend - 03,S01007684,Westend,S02001445,Dundee Community Health Partnership,S03000039
T202H,Perth Royal Infirmary, PH1 1NX,"Taymount Terrace, Perth, PH1 1NX",PH1,-3.452965,56.396341,Perth and North Perthshire,Perth and Kinross-shire,S14000054,S14000103,Perth and Kinross,S12000048,Perth City South,S13003072,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,"Viewlands, Craigie and Wellshill - 07",S01011898,"Viewlands, Craigie and Wellshill",S02002231,Perth & Kinross Community Health Partnership,S03000040
T205H,St Margaret's Hospital, PH3 1JH,"Western Road, Auchterarder, PH3 1JH",PH3,-3.717225,56.292871,Ochil and South Perthshire,Stirling and Strathallan,S14000050,S14000105,Perth and Kinross,S12000048,Strathallan,S13003069,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Auchterarder - 03,S01011854,Auchterarder,S02002223,Perth & Kinross Community Health Partnership,S03000040
T209H,Blairgowrie & Rattray Cottage Hospital, PH10 6EE,"Perth Road, Blairgowrie, PH10 6EE",PH10,-3.346286,56.585896,Perth and North Perthshire,Angus and Perthshire Glens,S14000054,S14000065,Perth and Kinross,S12000048,Blairgowrie and Glens,S13003065,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Blairgowrie West - 04,S01011991,Blairgowrie West,S02002249,Perth & Kinross Community Health Partnership,S03000040
T215H,Murray Royal Hospital, PH2 7BH,"Muirhall Road, Perth, PH2 7BH",PH2,-3.414165,56.399934,Perth and North Perthshire,Perth and Kinross-shire,S14000054,S14000103,Perth and Kinross,S12000048,Perth City Centre,S13003074,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Gannochy and Walnut Grove - 02,S01011945,Gannochy and Walnut Grove,S02002240,Perth & Kinross Community Health Partnership,S03000040
T221H,Scone Day Hospital, PH2 6LE,"Birch Avenue, Scone, PH2 6LE",PH2,-3.409084,56.420712,Perth and North Perthshire,Perth and Kinross-shire,S14000054,S14000103,Perth and Kinross,S12000048,Strathmore,S13003064,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Scone - 02,S01011950,Scone,S02002241,Perth & Kinross Community Health Partnership,S03000040
T304H,Arbroath Infirmary, DD11 2AT,"Rosemount Road, Arbroath, DD11 2AT",DD11,-2.596889,56.554539,Angus,Arbroath and Broughty Ferry,S14000004,S14000066,Angus,S12000041,"Arbroath West, Letham and Friockheim",S13002872,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Arbroath Keptie - 02,S01007181,Arbroath Keptie,S02001352,Angus Community Health Partnership,S03000038
T305H,Brechin Infirmary, DD9 7AN,"Infirmary Street, Brechin, DD9 7AN",DD9,-2.650937,56.733812,Angus,Angus and Perthshire Glens,S14000004,S14000065,Angus,S12000041,Brechin and Edzell,S13002868,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Brechin East - 05,S01007234,Brechin East,S02001361,Angus Community Health Partnership,S03000038
T309H,Little Cairnie Hospital, DD11 3RA,"Forfar Road, Arbroath, DD11 3RA",DD11,-2.617656,56.570734,Angus,Arbroath and Broughty Ferry,S14000004,S14000066,Angus,S12000041,"Arbroath West, Letham and Friockheim",S13002872,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Arbroath Kirkton - 02,S01007174,Arbroath Kirkton,S02001351,Angus Community Health Partnership,S03000038
T310H,Montrose Royal Infirmary, DD10 8AJ,"Bridge Street, Montrose, DD10 8AJ",DD10,-2.473786,56.707355,Angus,Angus and Perthshire Glens,S14000004,S14000065,Angus,S12000041,Montrose and District,S13002874,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Montrose South - 01,S01007208,Montrose South,S02001357,Angus Community Health Partnership,S03000038
T312H,Stracathro Hospital,DD9 7QA,"By Brechin, DD9 7QA",DD9,-2.61372,56.77494,Angus,Angus and Perthshire Glens,S14000004,S14000065,Angus,S12000041,Brechin and Edzell,S13002868,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Hillside - 05,S01007225,Hillside,S02001359,Angus Community Health Partnership,S03000038
T313H,Whitehills Hospital,DD8 3DY,"By Forfar, DD8 3DY",DD8,-2.87162,56.652228,Angus,Angus and Perthshire Glens,S14000004,S14000065,Angus,S12000041,Forfar and District,S13002869,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Forfar East - 05,S01007252,Forfar East,S02001364,Angus Community Health Partnership,S03000038
T314H,Gowanlea, DD11 5DX,"Seaton Road, Arbroath, DD11 5DX",DD11,-2.573704,56.562896,Angus,Arbroath and Broughty Ferry,S14000004,S14000066,Angus,S12000041,Arbroath East and Lunan,S13002873,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Arbroath Harbour - 06,S01007189,Arbroath Harbour,S02001353,Angus Community Health Partnership,S03000038
T316H,Crieff Community Hospital, PH7 3HR,"King Street, Crieff, PH7 3HR",PH7,-3.842062,56.369955,Ochil and South Perthshire,Perth and Kinross-shire,S14000050,S14000103,Perth and Kinross,S12000048,Strathearn,S13003068,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Crieff South - 05,S01011870,Crieff South,S02002226,Perth & Kinross Community Health Partnership,S03000040
T317H,Carseview Centre, DD2 1NH,"4 Tom McDonald Avenue, Medipark, Dundee, DD2 1NH",DD2,-3.045679,56.463426,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Menzieshill - 01,S01007839,Menzieshill,S02001471,Dundee Community Health Partnership,S03000039
T319H,Whitehills Health and Community Care Centre,DD8 3DY,"By Forfar, DD8 3DY",DD8,-2.87162,56.652228,Angus,Angus and Perthshire Glens,S14000004,S14000065,Angus,S12000041,Forfar and District,S13002869,,S99999999,,S99999999,Tayside,Angus Community Health Partnership,,Scotland,Forfar East - 05,S01007252,Forfar East,S02001364,Angus Community Health Partnership,S03000038
T320H,Pitlochry Community Hospital,PH16 5FG,"Ferry Road, Pitlochry, Perthshire, PH16 5FG",PH16,-3.736691,56.701709,Perth and North Perthshire,Angus and Perthshire Glens,S14000054,S14000065,Perth and Kinross,S12000048,Highland,S13003066,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Pitlochry - 02,S01012010,Pitlochry,S02002252,Perth & Kinross Community Health Partnership,S03000040
T321H,Perth Dental Hospital, PH1 1RA,"Broxden Business Park, Perth, PH1 1RA",PH1,-3.485242,56.388977,Perth and North Perthshire,Perth and Kinross-shire,S14000054,S14000103,Perth and Kinross,S12000048,Perth City South,S13003072,,S99999999,,S99999999,Tayside,Perth and Kinross Community Health Partnership,,Scotland,Burghmuir and Oakbank - 01,S01011899,Burghmuir and Oakbank,S02002232,Perth & Kinross Community Health Partnership,S03000040
T322H,Kingsway Care Centre, DD2 3PT,"Kings Cross Road, Dundee, DD2 3PT",DD2,-3.000383,56.476998,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Lochee,S13002546,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Fairmuir - 04,S01007826,Fairmuir,S02001468,Dundee Community Health Partnership,S03000039
T323H,Bluebell Intermediate Care Unit, DD2 5JB,"Riverside View Nursing Home, 60 Clovis Duveau Drive, Dundee, DD2 5JB",DD2,-3.049769,56.459313,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,West End,S13002547,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Western Edge - 05,S01007869,Western Edge,S02001475,Dundee Community Health Partnership,S03000039
T324H,Dudhope Young Peoples Inpatient Unit, DD3 6HH,"17 Dudhope Terrace, Dundee, DD3 6HH",DD3,-2.989773,56.466077,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Coldside,S13002548,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Logie and Blackness - 06,S01007700,Logie and Blackness,S02001447,Dundee Community Health Partnership,S03000039
T325H,CAMHS Hospital Unit, DD3 6HH,"17 Dudhope Terrace, Dundee, DD3 6HH",DD3,-2.989773,56.466077,Dundee West,Dundee Central,S14000016,S14000075,Dundee City,S12000042,Coldside,S13002548,,S99999999,,S99999999,Tayside,Dundee Community Health Partnership,,Scotland,Logie and Blackness - 06,S01007700,Logie and Blackness,S02001447,Dundee Community Health Partnership,S03000039
W106H,St Brendans Cot Hospital, HS9 5XE,"Horve, Isle of Barra, HS9 5XE",HS9,-7.497342,56.9535,Na h-Eileanan an Iar,Na h-Eileanan an Iar,S14000027,S14000027,Na h-Eileanan Siar,S12000013,Barraigh agus Bhatarsaigh,S13003135,,S99999999,,S99999999,Western Isles,Western Isles Community Health and Social Care Partnership,,Scotland,Barra and South Uist - 01,S01009014,Barra and South Uist,S02001687,Western Isles Community Health Partnership,S03000041
W107H,Western Isles Hospital, HS1 2AF,"Macaulay Road, Stornoway, Isle of Lewis, HS1 2AF",HS1,-6.383602,58.221085,Na h-Eileanan an Iar,Na h-Eileanan an Iar,S14000027,S14000027,Na h-Eileanan Siar,S12000013,Steòrnabhagh a Tuath,S13003142,,S99999999,,S99999999,Western Isles,Western Isles Community Health and Social Care Partnership,,Scotland,Stornoway East - 04,S01009045,Stornoway East,S02001694,Western Isles Community Health Partnership,S03000041
W108H,Uist & Barra Hospital, HS7 5LA,"Balivanich, Isle of Benbecula, HS7 5LA",HS7,-7.371576,57.471241,Na h-Eileanan an Iar,Na h-Eileanan an Iar,S14000027,S14000027,Na h-Eileanan Siar,S12000013,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",S13003143,,S99999999,,S99999999,Western Isles,Western Isles Community Health and Social Care Partnership,,Scotland,Benbecula and North Uist - 02,S01009020,Benbecula and North Uist,S02001688,Western Isles Community Health Partnership,S03000041
